"","ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","DATE_NAISSANCE","CF_AGREE","POLE_ESPOIR","exp_avant_16","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_16","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_16","NB_CLUB_AVANT_16","TOP_50_AVANT_16","TOP_50_150_AVANT_16","top_restant_AVANT_16","exp_avant_17","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_17","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_17","NB_CLUB_AVANT_17","TOP_50_AVANT_17","TOP_50_150_AVANT_17","top_restant_AVANT_17","exp_avant_18","IN_NO_F2K","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","exp_avant_19","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","exp_avant_20","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","exp_avant_21","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_21","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_21","NB_CLUB_AVANT_21","TOP_50_AVANT_21","TOP_50_150_AVANT_21","top_restant_AVANT_21","exp","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","NB_PALMARES_AVANT_16","NB_PALMARES_AVANT_17","NB_PALMARES_AVANT_18","NB_PALMARES_AVANT_19","NB_PALMARES_AVANT_20","NB_PALMARES_AVANT_21","NB_PALMARES","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION"
"136",601,"Attaquant",3,"Mali","1993-03-10T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,47.5,1,"1","0","0",0,0.0014,35.8,1,"1","0","0",0,0.0014,35.8,1,"1","0","0",1,0.00043,7.31,3,"1","1","0",0,1,1,1,1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,158,2,2,15,890,10,3,6,259,2,NA,1,34,NA
"137",602,"Milieu",7,"Madagascar","1995-07-26T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,90,1,"0","0","1",0,0,45,1,"0","0","1",1,8e-05,9.46,2,"1","0","1",0,0,0,0,1,1,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,382,4,NA,6,429,4,NA,NA,NA,NA
"138",603,"Milieu",9,"France","1996-09-07T00:00:00.000Z","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,115.71,1,"0","0","0",0,0,50.5,1,"0","0","0",0,0,15.67,1,"0","0","0",1,4e-05,6.39,3,"0","1","1",0,1,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,7,390,4,NA,NA,NA,NA
"139",604,"Attaquant",12,"France","1985-12-05T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,9e-05,23.05,3,"1","1","0",0,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",609,"Milieu",8,"France","1998-08-11T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00077,80.88,1,"1","0","0",0,4e-04,29.87,1,"1","0","0",0,3e-04,18.06,1,"1","0","0",1,0.00083,10.46,2,"1","0","1",1,3e-04,5.28,4,"1","0","1",1,2,3,3,3,3,3,1,1,1,1,1,0,4,12,738,7,2,13,698,7,5,9,491,5,4,16,982,11,NA,3,184,2,NA,NA,NA,NA
"141",616,"Milieu",7,"France","2003-07-05T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0.00037,19.97,3,"1","0","1",0,0.00025,16,3,"1","0","1",0,2545614076,16.52,15.39,14.55,15.39,15.37,15.37,14.55,15.39,15.39,16.52,0.00021,13.63,3,"1","0","1",0,0.00019,11.27,4,"1","0","1",1,0.00016,9.81,5,"1","0","1",1,0.00016,9.81,5,"1","0","1",1,0.00016,9.81,5,"1","0","1",0,0,0,0,0,0,0,1,1,0,0,0,0,2,11,658,8,NA,2,134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",628,"Attaquant",9,"France","2004-09-26T00:00:00.000Z","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0.00035,17.85,3,"0","0","1",0,0.00051,13.14,3,"0","0","1",0,2546091907,10.59,10.59,14.34,10.59,NA,NA,14.34,10.59,10.59,10.59,0.00045,10.68,3,"0","0","1",0,0.00035,8.94,3,"0","0","1",0,0.00035,8.94,3,"0","0","1",0,0.00035,8.94,3,"0","0","1",0,0.00035,8.94,3,"0","0","1",0,0,0,0,0,0,0,0,0,1,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,231,3,NA,NA,NA,NA,NA,2,48,NA,NA,NA,NA,NA
"143",636,"Gardien de But",3,"France","2005-03-11T00:00:00.000Z","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,17.4,1,"0","1","0",0,0,14.17,1,"0","1","0",0,2545926410,18.11,18.11,18.11,18.11,18.11,18.11,NA,18.11,18.11,18.11,0,12.86,1,"0","1","0",0,0,12.86,1,"0","1","0",0,0,12.86,1,"0","1","0",0,0,12.86,1,"0","1","0",0,0,12.86,1,"0","1","0",0,0,0,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,6,540,6,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,547,6
"144",639,"Defenseur",12,"France","1985-12-28T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,2e-05,15.57,3,"0","1","1",0,0,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",647,"Milieu",8,"France","2004-08-28T00:00:00.000Z","CFM - ACADEMY AS MONACO FC","aucun",0,0.00026,12.39,2,"0","1","1",0,0.00035,10.04,2,"0","1","1",1,2545533713,NA,12.29,12.29,12.29,12.35,12.35,12.29,12.29,12.29,NA,0.00036,7.99,2,"0","1","1",1,0.00031,6.11,2,"0","1","1",1,0.00031,6.11,2,"0","1","1",1,0.00031,6.11,2,"0","1","1",1,0.00031,6.11,2,"0","1","1",0,0,0,0,0,0,0,0,0,0,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,419,4,NA,3,222,3,NA,NA,NA,NA
"146",666,"Defenseur",3,"France","1994-03-09T00:00:00.000Z","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,49.5,1,"0","1","0",0,0,32.5,1,"0","1","0",1,0,27.8,2,"0","1","0",1,2e-05,5.82,5,"1","1","0",0,0,0,0,0,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,NA,NA,NA,NA,NA,6,458,5,1,10,703,8
"147",674,"Gardien de But",2,"France","2006-02-21T00:00:00.000Z","aucun","aucun",0,0,14.61,2,"0","0","1",0,0,11.47,3,"0","0","1",0,2546441083,NA,NA,NA,NA,18.75,18.75,NA,NA,NA,NA,0,11.47,3,"0","0","1",0,0,11.47,3,"0","0","1",0,0,11.47,3,"0","0","1",0,0,11.47,3,"0","0","1",0,0,11.47,3,"0","0","1",0,0,0,0,0,0,0,1,1,0,0,0,0,NA,7,590,7,NA,6,540,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",676,"Defenseur",6,"Algérie","2001-06-06T00:00:00.000Z","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,39.33,1,"0","0","1",0,0,19.5,1,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.52,1,"0","0","1",1,3e-05,12.84,2,"0","1","1",1,3e-05,11.48,2,"0","1","1",1,5e-05,9.64,2,"0","1","1",1,5e-05,8.64,2,"0","1","1",0,0,0,0,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,893,10,NA,2,28,NA,NA,NA,NA,NA,NA,5,342,3
"149",685,"Milieu",3,"France","2005-03-09T00:00:00.000Z","CFM - ACADEMY AS MONACO FC","aucun",0,0.00016,14.24,2,"0","1","0",0,0.00022,12.2,2,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,10.57,2,"0","1","0",0,0.00019,10.57,2,"0","1","0",0,0.00019,10.57,2,"0","1","0",0,0.00019,10.57,2,"0","1","0",1,0.00019,10.57,2,"0","1","0",0,0,0,0,0,0,0,0,1,1,1,-1,-1,NA,NA,NA,NA,NA,3,150,1,NA,8,457,5,NA,7,442,4,NA,NA,NA,NA,NA,NA,NA,NA
"150",688,"Milieu",5,"France","1998-05-13T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71.33,1,"0","0","1",0,0.001,33.27,2,"0","0","1",0,0.00039,20.4,2,"0","0","1",0,0.00026,15.6,3,"0","0","1",0,0.00015,10.31,4,"0","0","1",0,0,0,0,0,0,0,1,1,0,0,0,0,NA,8,321,4,NA,2,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",690,"Defenseur",2,"France","1998-02-21T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,7.33,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.6,1,"1","0","0",0,0,14.24,1,"1","0","0",0,0,9.92,2,"1","0","0",0,0,9.92,2,"1","0","0",0,7e-05,9.7,2,"1","0","0",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",692,"Attaquant",10,"France","2006-10-28T00:00:00.000Z","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0.00103,19.49,2,"0","0","0",0,0.00075,13.95,2,"0","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00075,13.95,2,"0","0","0",0,0.00075,13.95,2,"0","0","0",0,0.00075,13.95,2,"0","0","0",0,0.00075,13.95,2,"0","0","0",0,0.00075,13.95,2,"0","0","0",0,0,0,0,0,0,0,0,1,1,-1,-1,-1,NA,NA,NA,NA,3,14,698,8,1,8,444,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",695,"Defenseur",2,"France","1994-02-07T00:00:00.000Z","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,NA,1,"1","0","0",1,NA,NA,1,"1","0","0",1,0,28.57,2,"1","0","0",1,4e-05,7.78,6,"1","0","1",1,1,1,1,1,1,1,1,1,1,0,1,0,3,12,1056,12,1,20,1750,20,NA,8,653,7,NA,NA,NA,NA,NA,4,270,2,NA,NA,NA,NA
"154",697,"Defenseur",3,"France","2001-03-06T00:00:00.000Z","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM DIJON",0,0,40.8,1,"0","0","0",0,0.00019,27.14,1,"0","0","0",0,2544559900,17.56,14.96,13.42,14.96,14.97,14.97,11.72,14.43,14.43,18.05,0.00016,19,1,"0","0","0",0,0.00013,14.51,2,"1","0","0",0,1e-04,11.77,2,"1","0","0",1,8e-05,10.23,3,"1","0","1",1,6e-05,8.93,3,"1","0","1",0,0,0,0,0,0,0,1,1,1,1,0,0,2,9,675,7,NA,10,890,10,NA,5,450,5,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA
"155",702,"Attaquant",11,"France","2003-11-12T00:00:00.000Z","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",0,0.00706,74.14,1,"1","0","0",0,0.00367,32.03,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00188,16.15,1,"1","0","0",0,0.00134,10.02,2,"1","0","0",0,0.00108,7.93,3,"1","0","0",0,0.00108,7.93,3,"1","0","0",0,0.00108,7.93,3,"1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,119,1,NA,NA,NA,NA,NA,NA,NA,NA
"156",703,"Defenseur",11,"France","2005-11-13T00:00:00.000Z","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,16.49,2,"1","0","0",0,0,10.49,2,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,10.09,2,"1","0","0",0,8e-05,10.09,2,"1","0","0",0,8e-05,10.09,2,"1","0","0",0,8e-05,10.09,2,"1","0","0",0,8e-05,10.09,2,"1","0","0",0,0,0,0,0,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,1,56,1,NA,5,331,4,NA,2,180,2,NA,NA,NA,NA,NA,4,294,3
"157",708,"Milieu",4,"France","2001-04-20T00:00:00.000Z","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0.00013,40.31,1,"0","0","1",0,6e-05,26.53,1,"0","0","1",0,2544581264,15.16,16.19,16.9,16.19,16.19,16.19,18.24,16.58,16.58,15.48,0.00014,20.33,1,"0","0","1",0,0.00011,16.26,1,"0","0","1",0,8e-05,12.39,1,"0","0","1",0,7e-05,10.87,2,"0","0","1",1,6e-05,9.23,3,"0","1","1",0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,243,3,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",711,"Defenseur",3,"Algérie","2003-03-26T00:00:00.000Z","aucun","PEM - PEM REIMS",0,7e-05,18.28,2,"1","0","1",0,5e-05,12.23,2,"1","0","1",0,2545563380,14.43,13.76,13.25,13.76,13.76,13.76,13.25,13.76,13.76,14.43,3e-05,9.54,2,"1","0","1",0,2e-05,7.55,3,"1","1","1",1,2e-05,6.17,4,"1","1","1",1,2e-05,6.17,4,"1","1","1",1,2e-05,6.17,4,"1","1","1",0,0,0,0,0,0,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,NA,5,351,5,NA,4,190,2,NA,NA,NA,NA
"159",712,"Milieu",2,"France","1998-02-11T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,35.22,1,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,28.59,1,"0","1","0",0,0.00036,22.03,1,"0","1","0",1,0.00027,12.57,2,"0","1","1",1,0.00025,8,2,"0","1","1",1,0.00013,4.74,5,"0","1","1",1,1,1,1,1,1,1,1,0,0,0,0,0,2,9,578,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",713,"Attaquant",5,"France","1998-05-15T00:00:00.000Z","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00145,73.86,1,"0","1","0",0,0.00055,30.75,1,"0","1","0",0,0.00073,22.18,2,"1","1","0",0,0.00051,15.93,3,"1","1","1",1,0.00032,7.79,6,"1","1","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,2,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",715,"Gardien de But",2,"France","2004-02-22T00:00:00.000Z","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM CLAIREFONTAINE",0,0,17.52,3,"0","1","1",0,0,11.85,4,"0","1","1",0,2545954322,NA,16.78,16.78,16.78,17.45,17.45,16.78,16.78,16.78,NA,0,9.78,4,"0","1","1",0,0,8.39,5,"0","1","1",0,0,8.39,5,"0","1","1",0,0,8.39,5,"0","1","1",0,0,8.39,5,"0","1","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",724,"Milieu",5,"France","1997-05-27T00:00:00.000Z","aucun","PEM - PEM CASTELMAUROU",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,0,1,"1","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00649,6.42,2,"1","0","0",1,0.00142,7.09,3,"1","1","0",1,0.00054,11.06,3,"1","1","0",1,0.00038,9.43,3,"1","1","0",1,0.00026,6.31,5,"1","1","1",0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,7,573,7,1,8,457,5,NA,5,299,3,NA,NA,NA,NA,NA,NA,NA,NA
"163",728,"Defenseur",1,"France","2003-01-16T00:00:00.000Z","aucun","aucun",0,7e-05,22.79,1,"0","1","0",0,5e-05,16.8,1,"0","1","0",0,9602256292,14.73,13.34,11.31,13.34,13.34,13.34,11.31,13.34,13.34,16.05,4e-05,13.49,2,"0","1","1",0,3e-05,10.97,3,"1","1","1",0,4e-05,9.55,4,"1","1","1",0,4e-05,9.55,4,"1","1","1",0,4e-05,9.55,4,"1","1","1",0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,490,6,NA,4,360,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",732,"Defenseur",4,"France","1997-04-09T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086,96.5,1,"0","1","0",0,0.00024,43.1,1,"0","1","0",0,0.00021,23.43,1,"0","1","0",0,9e-05,16.25,1,"0","1","0",1,5e-05,6.68,3,"0","1","1",1,1,1,2,2,2,2,1,1,1,1,1,0,1,7,413,4,NA,5,376,5,NA,7,520,6,NA,16,1035,11,NA,8,590,7,NA,NA,NA,NA
"165",734,"Milieu",1,"France","2001-01-08T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,95.25,1,"1","0","0",1,2546141246,NA,15.64,15.64,15.64,15.51,15.51,15.64,15.64,15.64,NA,0,95.25,1,"1","0","0",1,0,22,2,"1","1","0",1,0,14.67,3,"1","1","1",1,0,11,4,"1","1","1",1,0.00027,9.7,5,"1","1","1",0,0,0,0,0,0,0,1,0,0,1,0,0,2,7,376,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,1,NA,NA,NA,NA,NA,NA,NA,NA
"166",736,"Milieu",1,"France","1998-01-17T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,26.4,2,"1","0","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.75,2,"1","0","1",1,0.00028,14.86,4,"1","0","1",1,0.00026,15.27,4,"1","0","1",1,0.00027,11.87,5,"1","0","1",1,0.00013,5.68,8,"1","1","1",0,2,3,3,3,3,3,1,1,1,1,1,1,NA,1,64,1,1,10,568,7,1,8,571,7,NA,9,641,7,NA,1,90,1,7,21,1307,17
"167",737,"Milieu",11,"France","2004-11-26T00:00:00.000Z","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM REIMS",0,8e-05,15.49,2,"0","0","1",0,7e-05,13.11,2,"0","0","1",0,2545880393,14.01,14.85,16.54,14.85,17.8,18.07,17.8,15.53,15.53,13.33,6e-05,10.05,2,"0","0","1",0,6e-05,8.98,2,"0","0","1",0,6e-05,8.98,2,"0","0","1",0,6e-05,8.98,2,"0","0","1",0,6e-05,8.98,2,"0","0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,151,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",740,"Attaquant",11,"France","2000-11-25T00:00:00.000Z","CFM - LOSC LILLE ASSOCIATION","aucun",0,0.00204,61.17,1,"0","1","0",0,0.00055,28.84,2,"1","1","0",0,2544084085,NA,16.96,16.96,16.96,NA,NA,16.96,16.96,16.96,NA,0.00057,20.13,2,"1","1","0",0,5e-04,15.07,3,"1","1","0",0,0.00048,11.95,4,"1","1","1",0,0.00045,9.82,5,"1","1","1",1,0.00035,8.71,5,"1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,92,1,NA,NA,NA,NA,NA,NA,NA,NA
"169",742,"Attaquant",6,"France","1996-06-16T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,81.67,1,"1","0","0",0,0.00072,28.85,1,"1","0","0",0,0.00067,22.66,2,"1","1","0",1,0.00031,8.1,8,"1","1","1",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",744,"Attaquant",7,"France","2004-07-13T00:00:00.000Z","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0.00021,13.02,2,"0","1","1",0,0.00022,10.33,2,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,9.07,2,"0","1","1",0,0.00021,8.06,2,"0","1","1",0,0.00021,8.06,2,"0","1","1",0,0.00021,8.06,2,"0","1","1",0,0.00021,8.06,2,"0","1","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",747,"Attaquant",6,"France","2000-06-23T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,72.5,1,"1","0","0",0,0,28.1,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,20.51,2,"1","0","0",0,0.00017,16.3,2,"1","0","0",0,0.00022,11.49,2,"1","0","0",0,0.00015,8.94,5,"1","1","1",0,0.00014,6.64,7,"1","1","1",0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,153,2,NA,4,181,2,NA,NA,NA,NA,NA,NA,NA,NA
"172",750,"Milieu",12,"France","1996-12-10T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,23.75,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.75,1,"1","0","0",0,0.00184,12.07,1,"1","0","0",0,8e-04,12.72,2,"1","0","1",0,0.00036,11.83,3,"1","1","1",0,0.00012,4.31,4,"1","1","1",0,0,0,0,0,0,0,1,1,1,1,1,0,5,8,439,4,NA,6,308,4,NA,2,23,NA,NA,2,38,NA,NA,5,233,3,NA,NA,NA,NA
