"","ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","DATE_NAISSANCE","CF_AGREE","POLE_ESPOIR","exp_avant_16","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_16","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_16","NB_CLUB_AVANT_16","TOP_50_AVANT_16","TOP_50_150_AVANT_16","top_restant_AVANT_16","exp_avant_17","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_17","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_17","NB_CLUB_AVANT_17","TOP_50_AVANT_17","TOP_50_150_AVANT_17","top_restant_AVANT_17","exp_avant_18","IN_NO_F2K","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","exp_avant_19","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","exp_avant_20","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","exp_avant_21","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_21","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_21","NB_CLUB_AVANT_21","TOP_50_AVANT_21","TOP_50_150_AVANT_21","top_restant_AVANT_21","exp","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","NB_PALMARES_AVANT_16","NB_PALMARES_AVANT_17","NB_PALMARES_AVANT_18","NB_PALMARES_AVANT_19","NB_PALMARES_AVANT_20","NB_PALMARES_AVANT_21","NB_PALMARES","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION"
"38",187,"Attaquant",6,"France","2001-06-29T00:00:00.000Z","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM REIMS",0,0.00056,40.76,1,"0","0","1",0,0.00034,25.34,1,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00054,18.83,1,"0","0","1",0,0.00053,14.58,1,"0","0","1",0,0.00041,11.12,2,"1","0","1",0,0.00035,9.22,2,"1","0","1",0,0.00039,8.03,2,"1","0","1",0,0,1,1,1,1,1,1,1,1,1,0,0,NA,3,87,1,1,9,373,4,NA,4,166,2,NA,1,78,1,NA,NA,NA,NA,NA,NA,NA,NA
"39",196,"Milieu",2,"France","2000-02-17T00:00:00.000Z","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,67.19,1,"0","0","1",0,0.00041,29,1,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00053,19.52,1,"0","0","1",0,0.00035,14.59,1,"0","0","1",0,0.00035,14.59,1,"0","0","1",0,0.00031,11.55,1,"0","0","1",1,0.00018,9.03,2,"0","0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",198,"Milieu",5,"France","2002-05-15T00:00:00.000Z","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",0,0.00063,18.33,2,"1","0","1",0,0.00058,13.37,3,"1","0","1",0,2546104234,16.57,16.04,16.47,16.04,16.04,16.04,16.47,16.04,16.04,15.47,0.00049,11.03,3,"1","0","1",0,0.00044,9.68,3,"1","0","1",0,0.00047,8.52,4,"1","0","1",0,0.00041,7.59,5,"1","0","1",0,0.00041,7.59,5,"1","0","1",0,0,0,0,0,0,0,1,0,0,0,0,0,2,9,487,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",206,"Milieu",4,"France","1999-04-27T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,64.65,1,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.8,1,"0","0","1",0,5e-05,19.26,2,"0","0","1",0,3e-05,13.58,2,"0","0","1",0,7e-05,11.2,3,"0","0","1",1,4e-05,7.26,5,"0","0","1",0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,1154,12,NA,5,450,5,NA,NA,NA,NA
"42",212,"Defenseur",3,"France","2002-03-16T00:00:00.000Z","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,24.23,1,"0","1","0",0,0,18.86,1,"0","1","0",0,2544904895,14.05,14.73,15.07,14.73,15.07,15.07,15.07,14.73,14.73,14.05,0,18.86,1,"0","1","0",0,0,18.86,1,"0","1","0",0,0,18.86,1,"0","1","0",0,0,18.86,1,"0","1","0",0,0,18.86,1,"0","1","0",0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,150,2,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",216,"Defenseur",3,"France","2003-03-20T00:00:00.000Z","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,6e-05,21.08,2,"0","0","1",0,5e-05,15.99,2,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,12.65,2,"0","0","1",0,6e-05,10.04,2,"0","0","1",0,4e-05,8.85,3,"1","0","1",0,4e-05,8.85,3,"1","0","1",0,4e-05,8.85,3,"1","0","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,2,117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",219,"Defenseur",4,"France","1999-04-10T00:00:00.000Z","aucun","aucun",0,NA,NA,1,"1","0","0",0,0.00041,38.25,2,"1","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,24.63,4,"1","0","1",1,0.00016,17.92,5,"1","0","1",1,0.00012,13.2,6,"1","0","1",1,8e-05,8.92,7,"1","0","1",1,4e-05,6.76,8,"1","0","1",0,1,1,1,2,2,2,1,1,1,1,1,0,NA,2,131,2,NA,3,224,2,1,12,884,10,NA,12,1009,11,NA,4,270,3,NA,NA,NA,NA
"45",226,"Attaquant",12,"France","1987-12-19T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"1","0","0",0,0.04167,4.5,1,"1","0","0",0,0.01042,6.79,1,"1","0","0",0,0.00691,5.71,1,"1","0","0",1,0.00044,3.89,2,"1","0","0",0,1,3,3,4,5,11,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,237,4
"46",227,"Defenseur",2,"France","2005-02-21T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,6e-05,15.13,3,"0","1","1",0,4e-05,13.07,3,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,13.07,3,"0","1","1",0,4e-05,13.07,3,"0","1","1",0,4e-05,13.07,3,"0","1","1",0,4e-05,13.07,3,"0","1","1",0,4e-05,13.07,3,"0","1","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",228,"Defenseur",5,"France","2004-05-10T00:00:00.000Z","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,7e-05,17.31,3,"1","0","1",0,6e-05,13.72,3,"1","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,11.21,3,"1","0","1",0,3e-05,9.88,3,"1","0","1",0,3e-05,9.88,3,"1","0","1",0,3e-05,9.88,3,"1","0","1",0,3e-05,9.88,3,"1","0","1",0,0,0,0,0,0,0,1,0,1,0,0,0,NA,2,103,1,NA,NA,NA,NA,NA,5,137,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",231,"Attaquant",7,"France","2002-07-20T00:00:00.000Z","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,1e-04,22.79,1,"0","1","0",0,0.00028,16.93,1,"0","1","0",0,2545078242,NA,15.36,15.36,15.36,NA,NA,15.36,15.36,15.36,NA,0.00025,13.09,1,"0","1","0",0,0.00025,10.74,1,"0","1","0",0,0.00028,9.2,2,"0","1","0",0,0.00024,8.16,3,"0","1","1",0,0.00024,8.16,3,"0","1","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,2,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",232,"Defenseur",5,"France","1998-05-21T00:00:00.000Z","aucun","aucun",0,NA,0,1,"1","0","0",0,0.00101,20.62,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00101,20.62,1,"1","0","0",0,0.00101,20.62,1,"1","0","0",1,0.00067,11.79,2,"1","1","0",1,5e-04,5.96,3,"1","1","0",1,4e-04,3.85,3,"1","1","0",1,3,5,5,5,5,5,1,1,1,0,0,0,NA,6,354,4,NA,15,1298,14,1,11,786,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",233,"Defenseur",4,"France","1998-04-04T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,83.77,1,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,36.77,1,"0","0","1",0,6e-05,26.44,1,"0","0","1",0,0.00017,18.89,1,"0","0","1",0,1e-04,15.53,2,"0","0","1",0,8e-05,8.46,6,"1","0","1",0,1,2,2,2,2,2,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,389,4,NA,3,251,3,NA,NA,NA,NA,NA,NA,NA,NA
"51",237,"Attaquant",7,"France","2000-07-21T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0.00069,36.15,2,"1","0","1",0,0.00138,20.71,2,"1","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00101,15.6,2,"1","0","1",0,0.00085,12.18,3,"1","1","1",0,0.00071,9.33,3,"1","1","1",0,6e-04,7.5,4,"1","1","1",1,0.00052,6.66,5,"1","1","1",0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,249,3,1,12,523,7,NA,NA,NA,NA,NA,NA,NA,NA
"52",239,"Milieu",11,"France","2005-11-16T00:00:00.000Z","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0.00044,14.52,2,"1","1","0",0,0.00042,11.97,2,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,9.91,2,"1","1","0",0,0.00033,9.91,2,"1","1","0",0,0.00033,9.91,2,"1","1","0",0,0.00033,9.91,2,"1","1","0",0,0.00033,9.91,2,"1","1","0",0,0,0,0,0,0,0,0,0,1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,2,9,387,6,1,6,327,3,NA,NA,NA,NA,NA,NA,NA,NA
"53",241,"Defenseur",10,"France","1997-10-06T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,20.86,1,"1","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,10.5,2,"1","0","0",1,0.00037,24.65,3,"1","0","1",1,0.00018,18.71,4,"1","0","1",1,0.00013,15.68,5,"1","0","1",1,0.00012,8.79,6,"1","0","1",0,0,0,0,1,2,2,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,351,4,NA,9,723,8,1,3,233,3,NA,NA,NA,NA
"54",243,"Attaquant",4,"France","1996-04-20T00:00:00.000Z","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00191,74.71,1,"0","0","0",0,0.00124,34.67,1,"0","0","0",0,0.00056,13.74,3,"1","0","0",0,1,1,1,1,1,1,1,1,1,0,0,0,NA,2,78,1,NA,3,171,2,NA,2,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",248,"Attaquant",1,"France","2006-01-30T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM REIMS",0,0.00078,14.15,2,"0","0","1",0,0.00071,11.88,2,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00071,11.88,2,"0","0","1",0,0.00071,11.88,2,"0","0","1",0,0.00071,11.88,2,"0","0","1",0,0.00071,11.88,2,"0","0","1",0,0.00071,11.88,2,"0","0","1",0,0,0,0,0,0,0,1,1,0,0,0,0,NA,9,466,6,1,7,307,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",251,"Attaquant",7,"France","1999-07-06T00:00:00.000Z","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM CLAIREFONTAINE",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00083,67.11,1,"0","0","1",0,2544164737,18.75,18.75,18.75,18.75,18.75,18.75,NA,NA,NA,NA,0.00161,32.03,1,"0","0","1",0,0.00109,18.31,1,"0","0","1",0,0.00076,12.92,2,"0","0","1",0,0.00063,9.23,3,"0","0","1",1,0.00049,8.11,3,"0","0","1",0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,1,16,NA,NA,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",253,"Attaquant",2,"France","2005-02-15T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CLAIREFONTAINE",0,6e-04,16.57,3,"0","1","1",0,0.00089,13.2,3,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00066,11.07,3,"0","1","1",0,0.00066,11.07,3,"0","1","1",0,0.00066,11.07,3,"0","1","1",0,0.00066,11.07,3,"0","1","1",0,0.00066,11.07,3,"0","1","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,2,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",259,"Gardien de But",2,"France","1997-02-11T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"0","1","0",0,0,8.29,1,"0","1","0",0,0,14.46,3,"0","1","0",0,0,14.51,3,"0","1","0",0,0,8.17,3,"0","1","0",0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,1,75,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",262,"Attaquant",2,"France","1996-02-18T00:00:00.000Z","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00213,47,2,"1","0","1",0,0.00105,29.84,3,"1","0","1",0,0.00033,9.17,4,"1","0","1",0,0,0,0,0,0,0,1,0,0,0,1,0,NA,2,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,103,1,NA,NA,NA,NA
"60",264,"Milieu",6,"France","2006-06-07T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0.00089,17.61,2,"1","0","0",0,0.00068,14.6,2,"1","0","0",0,2546386655,NA,12.32,12.32,12.32,NA,NA,NA,NA,NA,12.32,0.00068,14.6,2,"1","0","0",0,0.00068,14.6,2,"1","0","0",0,0.00068,14.6,2,"1","0","0",0,0.00068,14.6,2,"1","0","0",0,0.00068,14.6,2,"1","0","0",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5,172,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",270,"Attaquant",2,"France","2005-02-20T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,5e-04,13.26,2,"0","0","1",0,6e-04,11.36,2,"0","0","1",0,2547855433,9.66,9.66,9.66,9.66,NA,NA,NA,9.66,9.66,9.66,6e-04,11.36,2,"0","0","1",0,6e-04,11.36,2,"0","0","1",0,6e-04,11.36,2,"0","0","1",0,6e-04,11.36,2,"0","0","1",1,6e-04,11.36,2,"0","0","1",0,0,0,0,0,0,0,0,0,0,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,379,3,NA,NA,NA,NA,NA,NA,NA,NA
"62",275,"Attaquant",1,"France","2001-01-17T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,7e-04,35.53,2,"0","1","1",0,0.00051,19.76,2,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00099,15.81,2,"0","1","1",0,0.00068,11.91,2,"0","1","1",0,5e-04,8.93,3,"1","1","1",0,0.00058,7.49,4,"1","1","1",0,0.00046,6.47,5,"1","1","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",280,"Milieu",1,"France","2002-01-12T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM PLOUFRAGAN",0,2e-04,23.36,3,"1","0","0",0,0.00023,18.09,3,"1","0","0",0,2544465945,12.84,14.44,15.05,14.44,15.3,15.3,15.05,14.44,14.44,12.84,0.00023,18.09,3,"1","0","0",0,0.00016,14.94,3,"1","0","0",1,0.00013,12.55,5,"1","0","0",1,0.00012,9.41,6,"1","0","0",1,0.00012,9.41,6,"1","0","0",0,0,0,0,0,0,0,1,1,1,0,0,0,NA,10,474,5,NA,4,129,2,NA,2,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",282,"Defenseur",2,"France","1991-02-13T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,8,1,"0","1","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00182,6.23,1,"0","1","0",1,0.00243,2.17,1,"0","1","0",1,0.00104,3.1,2,"1","1","0",1,0.00062,5.62,3,"1","1","1",1,8e-05,4.07,8,"1","1","1",0,0,2,2,3,5,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,1663,18
"65",287,"Gardien de But",6,"France","1998-06-05T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,90,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.69,1,"1","0","0",0,0,16.7,1,"1","0","0",0,0,15.74,2,"1","0","0",0,0,13.53,3,"1","1","0",0,0,8.33,3,"1","1","0",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",291,"Defenseur",1,"Sénégal","1997-01-03T00:00:00.000Z","aucun","aucun",0,NA,NA,1,"1","0","0",0,NA,0,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,17.66,1,"1","0","0",0,8e-05,14.95,1,"1","0","0",0,4e-05,11.69,2,"1","0","0",0,4e-05,11.01,3,"1","1","0",1,2e-05,5.05,5,"1","1","1",1,1,1,1,1,1,1,1,0,0,0,0,1,NA,9,462,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,603,8
"67",292,"Milieu",3,"France","2005-03-02T00:00:00.000Z","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM NANCY",0,0.00025,14,2,"0","1","0",0,0.00021,10.99,2,"0","1","0",0,2546049093,10.47,13.87,15.7,13.87,17.37,17.37,17.98,13.13,13.13,13.87,0.00018,9.31,2,"0","1","0",0,0.00018,9.31,2,"0","1","0",0,0.00018,9.31,2,"0","1","0",0,0.00018,9.31,2,"0","1","0",0,0.00018,9.31,2,"0","1","0",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,2,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",306,"Gardien de But",4,"France","2007-04-10T00:00:00.000Z","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,17.17,1,"0","0","0",0,0,17.17,1,"0","0","0",0,2546752569,9.85,9.85,12.77,9.85,9.68,9.68,NA,9.85,9.85,9.85,0,17.17,1,"0","0","0",0,0,17.17,1,"0","0","0",0,0,17.17,1,"0","0","0",0,0,17.17,1,"0","0","0",0,0,17.17,1,"0","0","0",0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,NA,6,479,5,NA,6,540,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",308,"Attaquant",3,"France","2005-03-29T00:00:00.000Z","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0.00063,12.7,2,"0","0","1",0,0.00055,11.52,2,"0","0","1",0,2546648379,16.78,16.78,16.78,16.78,16.78,16.78,NA,16.78,16.78,16.78,0.00061,9.74,2,"0","0","1",0,0.00061,9.74,2,"0","0","1",0,0.00061,9.74,2,"0","0","1",0,0.00061,9.74,2,"0","0","1",0,0.00061,9.74,2,"0","0","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,2,6,247,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",317,"Attaquant",2,"Comores","1999-02-14T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00476,67.71,2,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00263,23.13,2,"1","0","0",0,0.00151,16.27,3,"1","1","0",0,0.001,11.21,3,"1","1","0",0,0.00073,9.06,3,"1","1","0",1,0.00046,5.74,6,"1","1","1",0,1,1,1,1,1,1,1,1,1,1,1,0,4,7,396,4,1,7,386,5,1,8,612,8,6,19,1328,17,NA,2,107,1,NA,NA,NA,NA
"71",318,"Defenseur",12,"France","2002-12-17T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,22.75,3,"1","0","0",0,0,16.74,3,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.74,3,"1","0","0",0,4e-05,11.75,3,"1","0","0",0,5e-05,10.65,3,"1","0","0",1,4e-05,9.33,4,"1","0","0",1,4e-05,9.33,4,"1","0","0",0,0,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,6,384,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,16,1088,12
"72",323,"Gardien de But",6,"France","2005-06-22T00:00:00.000Z","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,17.82,2,"0","0","1",0,0,13.4,2,"0","0","1",1,2545940669,NA,NA,NA,NA,18.13,18.13,18.13,NA,NA,NA,0,11.58,3,"0","0","1",1,0,11.58,3,"0","0","1",1,0,11.58,3,"0","0","1",1,0,11.58,3,"0","0","1",1,0,11.58,3,"0","0","1",0,0,0,0,0,0,0,0,1,0,1,-1,-1,NA,NA,NA,NA,NA,2,180,2,NA,NA,NA,NA,NA,5,372,3,NA,NA,NA,NA,NA,NA,NA,NA
"73",327,"Attaquant",2,"France","2004-02-06T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0.00042,15.14,3,"1","0","1",0,0.00028,12.54,4,"1","0","1",0,2546090087,16.96,16.4,16.75,16.4,16.5,16.5,16.75,16.4,16.4,16.11,2e-04,9.9,5,"1","0","1",0,0.00018,8,5,"1","0","1",0,0.00018,8,5,"1","0","1",0,0.00018,8,5,"1","0","1",0,0.00018,8,5,"1","0","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5,182,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",331,"Milieu",3,"France","1996-03-29T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00192,60.19,2,"1","0","0",0,0.00096,28.98,3,"1","0","0",0,6e-04,22.62,4,"1","0","0",0,0.00019,5.52,6,"1","0","0",0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,411,3
